pvd_id,state,install_month,pv_dc_kw,pv_ac_kw,battery_kwh,stc_count,stc_price,stc_value,battery_rebate,price_base,price_net,annual_generation_kwh,annual_savings_aud,payback_years_net
311179,WA,2024-02,6.64,5.0,,71.0,35.0,2485.0,0.0,,,10624.0,1296.128,
311180,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311182,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311183,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311185,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311187,WA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
311188,WA,2024-02,6.64,2.5,,71.0,35.0,2485.0,0.0,,,10624.0,1296.128,
311192,NSW,2024-02,7.48,6.0,,72.0,35.0,2520.0,0.0,,,10472.0,1591.7440000000001,
311193,VIC,2024-02,6.65,5.0,,55.0,35.0,1925.0,0.0,,,8645.0,1149.785,
311194,NSW,2024-02,12.45,10.0,,120.0,35.0,4200.0,0.0,,,17430.0,2649.36,
311195,NSW,2024-02,6.6,5.0,13.34,63.0,35.0,2205.0,0.0,25021.124999999996,22816.124999999996,9240.0,2291.5200000000004,9.95676450565563
311196,VIC,2024-02,9.98,8.5,,96.0,35.0,3360.0,0.0,,,12974.0,1725.542,
311197,NSW,2024-07,10.56,8.0,,102.0,35.0,3570.0,0.0,,,14784.0,2247.1679999999997,
311198,ACT,2024-02,13.2,10.0,,127.0,35.0,4445.0,0.0,,,18480.0,2698.08,
311199,QLD,2024-02,4.4,5.0,,42.0,35.0,1470.0,0.0,,,6600.000000000001,917.4000000000001,
311200,QLD,2024-03,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1384.44,
311201,NSW,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9296.0,1412.992,
311203,NSW,2024-02,5.81,5.0,,56.0,35.0,1960.0,0.0,,,8133.999999999999,1236.368,
311204,QLD,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1376.1,
311206,QLD,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1384.44,
311207,QLD,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1376.1,
311208,VIC,2024-02,13.26,10.0,,128.0,35.0,4480.0,0.0,,,17238.0,2292.654,
311209,QLD,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1384.44,
311211,QLD,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1384.44,
311212,QLD,2024-02,5.81,5.0,,56.0,35.0,1960.0,0.0,,,8715.0,1211.385,
311213,QLD,2024-02,4.98,5.0,,48.0,35.0,1680.0,0.0,,,7470.000000000001,1038.33,
311217,NSW,2024-02,5.28,5.0,,51.0,35.0,1785.0,0.0,,,7392.0,1123.5839999999998,
311220,SA,2024-02,13.28,10.0,,128.0,35.0,4480.0,0.0,,,19920.0,3426.2400000000002,
311221,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311222,VIC,2024-02,13.2,10.0,,127.0,35.0,4445.0,0.0,,,17160.0,2282.28,
311223,VIC,2024-02,4.4,5.0,,42.0,35.0,1470.0,0.0,,,5720.000000000001,760.7600000000002,
311224,NSW,2024-02,8.72,10.0,,84.0,35.0,2940.0,0.0,,,12208.0,1855.616,
311225,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311226,QLD,2024-02,10.38,8.0,,100.0,35.0,3500.0,0.0,,,15570.000000000002,2164.23,
311227,VIC,2024-02,8.8,8.0,,85.0,35.0,2975.0,0.0,,,11440.000000000002,1521.5200000000004,
311228,VIC,2024-02,14.96,15.0,,144.0,35.0,5040.0,0.0,,,19448.0,2586.5840000000003,
311229,QLD,2024-02,10.12,8.0,,97.0,35.0,3395.0,0.0,,,15179.999999999998,2110.0199999999995,
311230,VIC,2024-03,16.72,15.0,,161.0,35.0,5635.0,0.0,,,21736.0,2890.8880000000004,
311233,NSW,2024-02,13.2,10.0,,127.0,35.0,4445.0,0.0,,,18480.0,2808.96,
311238,QLD,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1384.44,
311239,VIC,2024-03,6.6,5.0,,63.0,35.0,2205.0,0.0,,,8580.0,1141.14,
311240,QLD,2024-02,4.98,5.0,,48.0,35.0,1680.0,0.0,,,7470.000000000001,1038.33,
311241,NSW,2024-03,13.2,15.0,,127.0,35.0,4445.0,0.0,,,18480.0,2808.96,
311242,NSW,2024-02,4.98,5.0,,48.0,35.0,1680.0,0.0,,,6972.000000000001,1059.7440000000001,
311243,QLD,2024-02,10.56,8.0,,102.0,35.0,3570.0,0.0,,,15840.0,2201.76,
311244,VIC,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,8580.0,1141.14,
311245,QLD,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1384.44,
311246,QLD,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1376.1,
311247,VIC,2024-03,13.2,5.0,,127.0,35.0,4445.0,0.0,,,17160.0,2282.28,
311248,QLD,2024-02,10.12,8.5,,97.0,35.0,3395.0,0.0,,,15179.999999999998,2110.0199999999995,
311249,QLD,2024-02,10.38,8.0,,100.0,35.0,3500.0,0.0,,,15570.000000000002,2164.23,
311250,QLD,2024-02,13.2,10.0,,127.0,35.0,4445.0,0.0,,,19800.0,2752.2,
311251,QLD,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1384.44,
311252,QLD,2024-02,4.98,5.0,,48.0,35.0,1680.0,0.0,,,7470.000000000001,1038.33,
311254,QLD,2024-02,8.3,8.0,,80.0,35.0,2800.0,0.0,,,12450.000000000002,1730.5500000000002,
311256,QLD,2024-03,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1384.44,
311257,NSW,2024-02,5.4,5.0,,52.0,35.0,1820.0,0.0,,,7560.000000000001,1149.1200000000001,
311259,QLD,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1376.1,
311260,NSW,2024-02,9.24,8.5,,89.0,35.0,3115.0,0.0,,,12936.0,1966.272,
311262,NSW,2024-02,4.98,5.0,,48.0,35.0,1680.0,0.0,,,6972.000000000001,1059.7440000000001,
311265,NSW,2024-02,7.89,8.0,,76.0,35.0,2660.0,0.0,,,11046.0,1678.992,
311266,NSW,2024-02,9.13,10.0,,88.0,35.0,3080.0,0.0,,,12782.000000000002,1942.8640000000003,
311267,SA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1702.8000000000002,
311268,VIC,2024-01,10.12,5.0,9.6,83.0,35.0,2905.0,0.0,25613.144999999993,22708.144999999993,13155.999999999998,2854.852,7.954228450371506
311269,NSW,2024-02,10.45,10.0,,101.0,35.0,3535.0,0.0,,,14629.999999999998,2223.7599999999998,
311271,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311276,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311278,QLD,2024-03,19.8,15.0,,191.0,35.0,6685.0,0.0,,,29700.0,4128.3,
311280,SA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1702.8000000000002,
311282,NSW,2024-02,10.38,10.0,,100.0,35.0,3500.0,0.0,,,14532.000000000002,2208.8640000000005,
311284,VIC,2024-02,6.6,5.0,,54.0,35.0,1890.0,0.0,,,8580.0,1141.14,
311286,QLD,2024-02,13.2,10.0,,127.0,35.0,4445.0,0.0,,,19800.0,2752.2,
311287,NSW,2024-02,8.8,8.5,,85.0,35.0,2975.0,0.0,,,12320.000000000002,1872.6400000000003,
311290,NSW,2024-02,4.98,5.0,,48.0,35.0,1680.0,0.0,,,6972.000000000001,1059.7440000000001,
311291,NSW,2024-02,11.0,10.0,,106.0,35.0,3710.0,0.0,,,15400.0,2340.8,
311295,VIC,2024-02,5.81,5.0,,48.0,35.0,1680.0,0.0,,,7552.999999999999,1004.549,
311296,NSW,2024-03,11.44,10.0,,110.0,35.0,3850.0,0.0,,,16016.0,2434.4320000000002,
311298,NSW,2024-02,10.56,8.2,,102.0,35.0,3570.0,0.0,,,14784.0,2247.1679999999997,
311299,WA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
311300,QLD,2024-02,9.96,8.0,,96.0,35.0,3360.0,0.0,,,14940.000000000002,2076.66,
311301,SA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1713.1200000000001,
311302,VIC,2024-02,6.6,5.0,,54.0,35.0,1890.0,0.0,,,8580.0,1141.14,
311303,QLD,2024-03,8.8,10.0,,85.0,35.0,2975.0,0.0,,,13200.000000000002,1834.8000000000002,
311305,SA,2024-02,11.0,10.0,,106.0,35.0,3710.0,0.0,,,16500.0,2838.0,
311307,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311309,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311314,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311315,NSW,2024-03,13.2,10.0,,127.0,35.0,4445.0,0.0,,,18480.0,2808.96,
311316,NSW,2024-03,9.68,8.0,,93.0,35.0,3255.0,0.0,,,13552.0,2059.904,
311317,NSW,2024-02,13.3,10.0,,128.0,35.0,4480.0,0.0,,,18620.0,2830.24,
311318,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311319,NSW,2024-02,5.28,5.0,,51.0,35.0,1785.0,0.0,,,7392.0,1123.5839999999998,
311320,NSW,2024-02,4.4,5.0,,42.0,35.0,1470.0,0.0,,,6160.000000000001,936.3200000000002,
311322,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311323,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311326,NSW,2024-02,11.0,10.0,,106.0,35.0,3710.0,0.0,,,15400.0,2340.8,
311328,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311329,VIC,2024-02,10.56,10.0,,102.0,35.0,3570.0,0.0,,,13728.0,1825.824,
311332,ACT,2024-02,10.12,8.25,,97.0,35.0,3395.0,0.0,,,14167.999999999998,2068.528,
311334,SA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1713.1200000000001,
311335,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311337,NSW,2024-04,11.0,10.0,,106.0,35.0,3710.0,0.0,,,15400.0,2340.8,
311339,NSW,2024-03,10.12,8.0,,97.0,35.0,3395.0,0.0,,,14167.999999999998,2153.536,
311340,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311341,WA,2024-02,13.2,10.0,,127.0,35.0,4445.0,0.0,,,21120.0,2576.64,
311342,SA,2024-02,13.28,5.0,,128.0,35.0,4480.0,0.0,,,19920.0,3426.2400000000002,
311343,VIC,2024-03,5.28,5.0,,43.0,35.0,1505.0,0.0,,,6864.0,912.912,
311346,NSW,2024-02,10.12,8.0,,97.0,35.0,3395.0,0.0,,,14167.999999999998,2153.536,
311347,NSW,2024-02,15.2,15.0,,147.0,35.0,5145.0,0.0,,,21280.0,3234.5600000000004,
311350,NSW,2024-02,10.12,8.0,,97.0,35.0,3395.0,0.0,,,14167.999999999998,2153.536,
311352,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311353,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311354,NSW,2024-02,10.12,8.0,,97.0,35.0,3395.0,0.0,,,14167.999999999998,2153.536,
311356,QLD,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1384.44,
311359,QLD,2024-02,11.44,10.0,,110.0,35.0,3850.0,0.0,,,17160.0,2385.24,
311360,VIC,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,8580.0,1141.14,
311361,NSW,2024-02,7.89,5.0,,76.0,35.0,2660.0,0.0,,,11046.0,1678.992,
311364,VIC,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,8580.0,1141.14,
311365,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311367,VIC,2024-02,8.55,10.0,,82.0,35.0,2870.0,0.0,,,11115.000000000002,1478.2950000000005,
311368,WA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
311373,VIC,2024-02,10.12,8.5,,97.0,35.0,3395.0,0.0,,,13155.999999999998,1749.7479999999998,
311375,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311379,ACT,2024-02,11.88,10.0,,114.0,35.0,3990.0,0.0,,,16632.0,2428.272,
311380,SA,2024-02,11.21,5.0,,108.0,35.0,3780.0,0.0,,,16815.0,2892.1800000000003,
311382,ACT,2024-02,11.44,10.0,,110.0,35.0,3850.0,0.0,,,16016.0,2338.3360000000002,
311383,VIC,2024-02,6.6,5.0,,54.0,35.0,1890.0,0.0,,,8580.0,1141.14,
311385,SA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1713.1200000000001,
311388,WA,2024-02,6.16,5.0,,59.0,35.0,2065.0,0.0,,,9856.0,1202.4319999999998,
311389,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311390,WA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
311391,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311393,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311394,SA,2024-02,4.4,5.0,,42.0,35.0,1470.0,0.0,,,6600.000000000001,1135.2000000000003,
311396,SA,2024-02,13.2,5.0,,127.0,35.0,4445.0,0.0,,,19800.0,3405.6000000000004,
311397,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311398,WA,2024-02,6.65,5.0,,64.0,35.0,2240.0,0.0,,,10640.0,1298.08,
311399,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311402,WA,2024-02,10.56,8.0,,102.0,35.0,3570.0,0.0,,,16896.0,2061.312,
311403,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311404,WA,2024-02,6.6,5.0,,54.0,35.0,1890.0,0.0,,,10560.0,1288.32,
311405,WA,2024-02,6.16,5.0,,59.0,35.0,2065.0,0.0,,,9856.0,1202.4319999999998,
311406,WA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
311408,SA,2024-02,9.03,8.5,,87.0,35.0,3045.0,0.0,,,13544.999999999998,2329.74,
311409,WA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
311410,VIC,2024-02,13.2,5.0,,127.0,35.0,4445.0,0.0,,,17160.0,2282.28,
311412,WA,2024-02,6.16,5.0,,59.0,35.0,2065.0,0.0,,,9856.0,1202.4319999999998,
311414,WA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
311415,WA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
311416,WA,2024-02,6.65,5.0,,64.0,35.0,2240.0,0.0,,,10640.0,1298.08,
311417,WA,2024-02,4.4,5.0,,42.0,35.0,1470.0,0.0,,,7040.000000000001,858.88,
311418,WA,2024-02,6.65,5.0,,64.0,35.0,2240.0,0.0,,,10640.0,1298.08,
311421,SA,2024-02,13.2,10.0,,127.0,35.0,4445.0,0.0,,,19800.0,3405.6000000000004,
311423,NSW,2024-02,10.12,10.0,,97.0,35.0,3395.0,0.0,,,14167.999999999998,2153.536,
311425,QLD,2024-02,10.56,5.0,,102.0,35.0,3570.0,0.0,,,15840.0,2201.76,
311426,SA,2024-02,13.2,10.0,,127.0,35.0,4445.0,0.0,,,19800.0,3405.6000000000004,
311428,QLD,2024-02,13.2,10.0,,127.0,35.0,4445.0,0.0,,,19800.0,2752.2,
311429,WA,2024-02,6.18,5.0,,59.0,35.0,2065.0,0.0,,,9888.0,1206.336,
311430,QLD,2024-02,13.3,5.0,,128.0,35.0,4480.0,0.0,,,19950.0,2773.05,
311433,VIC,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,8632.0,1148.056,
311435,WA,2024-02,13.3,10.0,,128.0,35.0,4480.0,0.0,,,21280.0,2596.16,
311436,QLD,2024-02,10.56,8.0,,102.0,35.0,3570.0,0.0,,,15840.0,2201.76,
311438,SA,2024-02,6.65,5.0,,64.0,35.0,2240.0,0.0,,,9975.0,1715.7,
311439,WA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
311440,QLD,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1376.1,
311441,QLD,2024-02,4.84,5.0,,46.0,35.0,1610.0,0.0,,,7260.0,1009.14,
311443,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311444,VIC,2024-02,12.32,10.0,,102.0,35.0,3570.0,0.0,,,16016.0,2130.1280000000006,
311445,WA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
311446,WA,2024-02,6.65,5.0,,64.0,35.0,2240.0,0.0,,,10640.0,1298.08,
311448,VIC,2024-02,13.28,10.0,13.5,128.0,35.0,4480.0,0.0,33803.1,29323.1,17264.0,3746.2880000000005,7.827241258547126
311449,WA,2024-02,6.65,5.0,,64.0,35.0,2240.0,0.0,,,10640.0,1298.08,
311450,WA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
311451,WA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
311452,WA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
311455,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311457,NSW,2024-02,9.68,8.0,,93.0,35.0,3255.0,0.0,,,13552.0,2059.904,
311458,VIC,2024-02,6.65,5.0,,55.0,35.0,1925.0,0.0,,,8645.0,1149.785,
311460,QLD,2024-03,13.12,10.0,,126.0,35.0,4410.0,0.0,,,19680.0,2735.52,
311461,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311465,WA,2024-02,11.44,10.0,,110.0,35.0,3850.0,0.0,,,18304.0,2233.0879999999997,
311467,WA,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311468,WA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
311469,WA,2024-04,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
311479,VIC,2024-02,6.65,5.0,,64.0,35.0,2240.0,0.0,,,8645.0,1149.785,
311482,QLD,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1384.44,
311483,QLD,2024-02,10.79,10.0,,104.0,35.0,3640.0,0.0,,,16184.999999999998,2249.7149999999997,
311484,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311485,NSW,2024-02,10.56,8.5,,102.0,35.0,3570.0,0.0,,,14784.0,2247.1679999999997,
311486,NSW,2024-02,9.68,8.0,,93.0,35.0,3255.0,0.0,,,13552.0,2059.904,
311487,NSW,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9296.0,1412.992,
311488,QLD,2024-02,4.15,5.0,,40.0,35.0,1400.0,0.0,,,6225.000000000001,865.2750000000001,
311489,NSW,2024-02,13.2,5.0,,141.0,35.0,4935.0,0.0,,,18480.0,2808.96,
311490,QLD,2024-02,8.8,5.0,,85.0,35.0,2975.0,0.0,,,13200.000000000002,1834.8000000000002,
311491,NSW,2024-02,13.2,5.0,,127.0,35.0,4445.0,0.0,,,18480.0,2808.96,
311493,QLD,2024-02,29.04,29.9,,280.0,35.0,9800.0,0.0,,,43560.0,6054.84,
311494,QLD,2024-02,5.81,5.0,,56.0,35.0,1960.0,0.0,,,8715.0,1211.385,
311495,QLD,2024-02,8.3,8.0,,80.0,35.0,2800.0,0.0,,,12450.000000000002,1730.5500000000002,
311496,NSW,2024-02,5.72,5.0,,55.0,35.0,1925.0,0.0,,,8008.0,1217.2160000000001,
311497,QLD,2024-02,6.23,5.0,,60.0,35.0,2100.0,0.0,,,9345.0,1298.955,
311499,NSW,2024-02,9.96,10.0,,96.0,35.0,3360.0,0.0,,,13944.000000000002,2119.4880000000003,
311500,QLD,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1384.44,
311502,NSW,2024-02,13.28,10.0,,128.0,35.0,4480.0,0.0,,,18592.0,2825.984,
311503,QLD,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1384.44,
311504,NSW,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9296.0,1412.992,
311505,QLD,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1384.44,
311509,NSW,2024-02,13.2,5.0,,127.0,35.0,4445.0,0.0,,,18480.0,2808.96,
311510,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311511,NSW,2024-02,7.89,10.0,,76.0,35.0,2660.0,0.0,,,11046.0,1678.992,
311514,QLD,2024-02,6.64,5.0,8.64,64.0,35.0,2240.0,0.0,20207.34,17967.34,9960.0,2300.7599999999998,7.809306490029383
311516,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311517,VIC,2024-02,9.98,10.0,,82.0,35.0,2870.0,0.0,,,12974.0,1725.542,
311520,QLD,2024-02,13.2,10.0,,127.0,35.0,4445.0,0.0,,,19800.0,2752.2,
311522,QLD,2024-02,15.4,13.0,,148.0,35.0,5180.0,0.0,,,23100.0,3210.9,
311525,SA,2024-02,8.8,8.5,,85.0,35.0,2975.0,0.0,,,13200.000000000002,2270.4000000000005,
311527,QLD,2024-02,19.8,15.0,,191.0,35.0,6685.0,0.0,,,29700.0,4128.3,
311528,NSW,2024-02,11.0,0.38,,106.0,35.0,3710.0,0.0,,,15400.0,2340.8,
311529,SA,2024-02,13.2,10.0,13.34,127.0,35.0,4445.0,0.0,34070.82,29625.82,19800.0,5306.400000000001,5.58303557967737
311531,VIC,2024-02,10.12,10.0,,97.0,35.0,3395.0,0.0,,,13155.999999999998,1749.7479999999998,
311533,NSW,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9296.0,1412.992,
311534,QLD,2024-02,13.3,10.0,,128.0,35.0,4480.0,0.0,,,19950.0,2773.05,
311535,VIC,2024-02,8.8,8.0,,85.0,35.0,2975.0,0.0,,,11440.000000000002,1521.5200000000004,
311537,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311538,SA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1702.8000000000002,
311546,VIC,2024-02,6.64,5.0,,55.0,35.0,1925.0,0.0,,,8632.0,1148.056,
311549,VIC,2024-02,6.16,5.0,,59.0,35.0,2065.0,0.0,,,8008.0,1065.0640000000003,
311553,VIC,2024-01,6.6,5.0,,63.0,35.0,2205.0,0.0,,,8580.0,1141.14,
311554,NSW,2024-02,8.36,8.0,,80.0,35.0,2800.0,0.0,,,11704.0,1779.008,
311555,NSW,2024-02,13.2,5.0,,127.0,35.0,4445.0,0.0,,,18480.0,2808.96,
311557,VIC,2024-02,6.6,5.0,,54.0,35.0,1890.0,0.0,,,8580.0,1141.14,
311558,VIC,2024-02,8.36,8.0,,69.0,35.0,2415.0,0.0,,,10868.0,1445.4440000000002,
311559,SA,2024-03,17.6,15.0,,170.0,35.0,5950.0,0.0,,,26400.000000000004,4540.800000000001,
311560,WA,2024-10,10.93,8.2,,105.0,35.0,3675.0,0.0,,,17488.0,2133.5359999999996,
311561,VIC,2024-02,6.16,5.0,,51.0,35.0,1785.0,0.0,,,8008.0,1065.0640000000003,
311562,VIC,2024-08,10.56,8.0,,102.0,35.0,3570.0,0.0,,,13728.0,1825.824,
311563,NSW,2024-07,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311564,VIC,2024-02,6.6,5.0,,54.0,35.0,1890.0,0.0,,,8580.0,1141.14,
311566,VIC,2024-02,6.6,5.0,,54.0,35.0,1890.0,0.0,,,8580.0,1141.14,
311568,NSW,2024-02,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9296.0,1412.992,
311570,QLD,2024-02,10.38,8.0,,100.0,35.0,3500.0,0.0,,,15570.000000000002,2164.23,
311571,QLD,2024-02,10.56,8.0,,102.0,35.0,3570.0,0.0,,,15840.0,2201.76,
311573,NSW,2024-02,9.98,8.0,,96.0,35.0,3360.0,0.0,,,13972.0,2123.744,
311574,WA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
311575,VIC,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,8580.0,1141.14,
311577,VIC,2024-02,6.64,5.0,,55.0,35.0,1925.0,0.0,,,8632.0,1148.056,
311578,NSW,2024-05,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311579,QLD,2024-02,13.2,5.0,,127.0,35.0,4445.0,0.0,,,19800.0,2752.2,
311580,NSW,2024-02,8.8,8.0,,85.0,35.0,2975.0,0.0,,,12320.000000000002,1872.6400000000003,
311582,WA,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
311583,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311585,QLD,2024-02,13.2,10.0,,127.0,35.0,4445.0,0.0,,,19800.0,2752.2,
311587,QLD,2024-02,10.38,8.0,,100.0,35.0,3500.0,0.0,,,15570.000000000002,2164.23,
311588,SA,2024-02,4.84,5.0,,46.0,35.0,1610.0,0.0,,,7260.0,1248.7200000000003,
311592,SA,2024-02,13.2,10.0,,127.0,35.0,4445.0,0.0,,,19800.0,3405.6000000000004,
311598,SA,2024-03,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1713.1200000000001,
311600,NSW,2024-02,8.36,8.0,,80.0,35.0,2800.0,0.0,,,11704.0,1779.008,
311602,NSW,2024-02,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
311603,SA,2024-01,9.43,10.0,,91.0,35.0,3185.0,0.0,,,14145.0,2432.9400000000005,
311606,VIC,2024-03,4.84,5.0,,46.0,35.0,1610.0,0.0,,,6292.0,836.836,
311608,VIC,2024-02,6.64,5.0,,55.0,35.0,1925.0,0.0,,,8632.0,1148.056,
311609,WA,2024-04,6.65,5.0,,64.0,35.0,2240.0,0.0,,,10640.0,1298.08,
311611,SA,2024-06,13.2,10.0,,127.0,35.0,4445.0,0.0,,,19800.0,3405.6000000000004,
311612,NSW,2024-02,7.92,10.0,,76.0,35.0,2660.0,0.0,,,11088.0,1685.3760000000002,
