projectId,designId,designName,panelIndex,month,hour,power
524,763,customFit,0,1,0,0
524,763,customFit,0,1,1,0
524,763,customFit,0,1,2,0
524,763,customFit,0,1,3,0
524,763,customFit,0,1,4,0
524,763,customFit,0,1,5,0.004334275528
524,763,customFit,0,1,6,0.02075476348
524,763,customFit,0,1,7,0.052243733498
524,763,customFit,0,1,8,0.098329784014
524,763,customFit,0,1,9,0.146402923084
524,763,customFit,0,1,10,0.192557719662
524,763,customFit,0,1,11,0.230590660058
524,763,customFit,0,1,12,0.25783046872
524,763,customFit,0,1,13,0.268908405568
524,763,customFit,0,1,14,0.260491923406
524,763,customFit,0,1,15,0.237278669804
524,763,customFit,0,1,16,0.195785510954
524,763,customFit,0,1,17,0.139858952706
524,763,customFit,0,1,18,0.074386512706
524,763,customFit,0,1,19,0
524,763,customFit,0,1,20,0
524,763,customFit,0,1,21,0
524,763,customFit,0,1,22,0
524,763,customFit,0,1,23,0
524,763,customFit,0,2,0,0
524,763,customFit,0,2,1,0
524,763,customFit,0,2,2,0
524,763,customFit,0,2,3,0
524,763,customFit,0,2,4,0
524,763,customFit,0,2,5,0
524,763,customFit,0,2,6,0.0130641009114
524,763,customFit,0,2,7,0.0318845817576
524,763,customFit,0,2,8,0.0740589439458
524,763,customFit,0,2,9,0.1221237112128
524,763,customFit,0,2,10,0.1683322302354
524,763,customFit,0,2,11,0.2077858820004
524,763,customFit,0,2,12,0.2358406952682
524,763,customFit,0,2,13,0.2469982885062
524,763,customFit,0,2,14,0.2373953869386
524,763,customFit,0,2,15,0.2125906834128
524,763,customFit,0,2,16,0.171099849459
524,763,customFit,0,2,17,0.114340200975
524,763,customFit,0,2,18,0.0523334681034
524,763,customFit,0,2,19,0
524,763,customFit,0,2,20,0
524,763,customFit,0,2,21,0
524,763,customFit,0,2,22,0
524,763,customFit,0,2,23,0
524,763,customFit,0,3,0,0
524,763,customFit,0,3,1,0
524,763,customFit,0,3,2,0
524,763,customFit,0,3,3,0
524,763,customFit,0,3,4,0
524,763,customFit,0,3,5,0
524,763,customFit,0,3,6,0.005325754203
524,763,customFit,0,3,7,0.02301740245068
524,763,customFit,0,3,8,0.04638309231908
524,763,customFit,0,3,9,0.09034846130156
524,763,customFit,0,3,10,0.13190625124116
524,763,customFit,0,3,11,0.1657915736972
524,763,customFit,0,3,12,0.18774044387604
524,763,customFit,0,3,13,0.19510520111676
524,763,customFit,0,3,14,0.18448074416068
524,763,customFit,0,3,15,0.15822731201332
524,763,customFit,0,3,16,0.11826217618776
524,763,customFit,0,3,17,0.06580941479288
524,763,customFit,0,3,18,0.00316840107188
524,763,customFit,0,3,19,0
524,763,customFit,0,3,20,0
524,763,customFit,0,3,21,0
524,763,customFit,0,3,22,0
524,763,customFit,0,3,23,0
524,763,customFit,0,4,0,0
524,763,customFit,0,4,1,0
524,763,customFit,0,4,2,0
524,763,customFit,0,4,3,0
524,763,customFit,0,4,4,0
524,763,customFit,0,4,5,0
524,763,customFit,0,4,6,0.00048972176352
524,763,customFit,0,4,7,0.01459302838378
524,763,customFit,0,4,8,0.02918605676756
524,763,customFit,0,4,9,0.05882442599726
524,763,customFit,0,4,10,0.09572360054026
524,763,customFit,0,4,11,0.12480763194042
524,763,customFit,0,4,12,0.14169963193628
524,763,customFit,0,4,13,0.145046063987
524,763,customFit,0,4,14,0.13150049604186
524,763,customFit,0,4,15,0.10527997662006
524,763,customFit,0,4,16,0.0670986832934
524,763,customFit,0,4,17,0.01654851459228
524,763,customFit,0,4,18,0
524,763,customFit,0,4,19,0
524,763,customFit,0,4,20,0
524,763,customFit,0,4,21,0
524,763,customFit,0,4,22,0
524,763,customFit,0,4,23,0
524,763,customFit,0,5,0,0
524,763,customFit,0,5,1,0
524,763,customFit,0,5,2,0
524,763,customFit,0,5,3,0
524,763,customFit,0,5,4,0
524,763,customFit,0,5,5,0
524,763,customFit,0,5,6,0
524,763,customFit,0,5,7,0.0069152643945
524,763,customFit,0,5,8,0.02165416865458
524,763,customFit,0,5,9,0.03277323081186
524,763,customFit,0,5,10,0.0656011007498
524,763,customFit,0,5,11,0.09216254591544
524,763,customFit,0,5,12,0.10721904009586
524,763,customFit,0,5,13,0.10904262092878
524,763,customFit,0,5,14,0.09499695058084
524,763,customFit,0,5,15,0.06940534990312
524,763,customFit,0,5,16,0.03456266219098
524,763,customFit,0,5,17,0
524,763,customFit,0,5,18,0
524,763,customFit,0,5,19,0
524,763,customFit,0,5,20,0
524,763,customFit,0,5,21,0
524,763,customFit,0,5,22,0
524,763,customFit,0,5,23,0
524,763,customFit,0,6,0,0
524,763,customFit,0,6,1,0
524,763,customFit,0,6,2,0
524,763,customFit,0,6,3,0
524,763,customFit,0,6,4,0
524,763,customFit,0,6,5,0
524,763,customFit,0,6,6,0
524,763,customFit,0,6,7,0.00333392239026
524,763,customFit,0,6,8,0.01666614993428
524,763,customFit,0,6,9,0.02738109261118
524,763,customFit,0,6,10,0.04912948353082
524,763,customFit,0,6,11,0.07479341570008
524,763,customFit,0,6,12,0.09085025063884
524,763,customFit,0,6,13,0.09276128403388
524,763,customFit,0,6,14,0.08060268025964
524,763,customFit,0,6,15,0.05730330571504
524,763,customFit,0,6,16,0.02517578776944
524,763,customFit,0,6,17,0
524,763,customFit,0,6,18,0
524,763,customFit,0,6,19,0
524,763,customFit,0,6,20,0
524,763,customFit,0,6,21,0
524,763,customFit,0,6,22,0
524,763,customFit,0,6,23,0
524,763,customFit,0,7,0,0
524,763,customFit,0,7,1,0
524,763,customFit,0,7,2,0
524,763,customFit,0,7,3,0
524,763,customFit,0,7,4,0
524,763,customFit,0,7,5,0
524,763,customFit,0,7,6,0
524,763,customFit,0,7,7,0.00378872647406
524,763,customFit,0,7,8,0.01743923411802
524,763,customFit,0,7,9,0.02725248631204
524,763,customFit,0,7,10,0.05241476030582
524,763,customFit,0,7,11,0.07894277833508
524,763,customFit,0,7,12,0.09506826374892
524,763,customFit,0,7,13,0.0978898770608
524,763,customFit,0,7,14,0.08754973884294
524,763,customFit,0,7,15,0.06416917153504
524,763,customFit,0,7,16,0.03272586152022
524,763,customFit,0,7,17,0
524,763,customFit,0,7,18,0
524,763,customFit,0,7,19,0
524,763,customFit,0,7,20,0
524,763,customFit,0,7,21,0
524,763,customFit,0,7,22,0
524,763,customFit,0,7,23,0
524,763,customFit,0,8,0,0
524,763,customFit,0,8,1,0
524,763,customFit,0,8,2,0
524,763,customFit,0,8,3,0
524,763,customFit,0,8,4,0
524,763,customFit,0,8,5,0
524,763,customFit,0,8,6,0
524,763,customFit,0,8,7,0.01011955784994
524,763,customFit,0,8,8,0.0245795358534
524,763,customFit,0,8,9,0.04405942470534
524,763,customFit,0,8,10,0.08135861035368
524,763,customFit,0,8,11,0.11131166956008
524,763,customFit,0,8,12,0.128964560472
524,763,customFit,0,8,13,0.13093369677168
524,763,customFit,0,8,14,0.11714627588466
524,763,customFit,0,8,15,0.09139149847212
524,763,customFit,0,8,16,0.05563850083374
524,763,customFit,0,8,17,0.00527992004298
524,763,customFit,0,8,18,0
524,763,customFit,0,8,19,0
524,763,customFit,0,8,20,0
524,763,customFit,0,8,21,0
524,763,customFit,0,8,22,0
524,763,customFit,0,8,23,0
524,763,customFit,0,9,0,0
524,763,customFit,0,9,1,0
524,763,customFit,0,9,2,0
524,763,customFit,0,9,3,0
524,763,customFit,0,9,4,0
524,763,customFit,0,9,5,0
524,763,customFit,0,9,6,0.0058629353024
524,763,customFit,0,9,7,0.0225425714074
524,763,customFit,0,9,8,0.0422055289546
524,763,customFit,0,9,9,0.0858318517826
524,763,customFit,0,9,10,0.1264921377654
524,763,customFit,0,9,11,0.1563875767366
524,763,customFit,0,9,12,0.1722686644602
524,763,customFit,0,9,13,0.172742262418
524,763,customFit,0,9,14,0.1556028560328
524,763,customFit,0,9,15,0.126713380607
524,763,customFit,0,9,16,0.0848466297536
524,763,customFit,0,9,17,0.0392498628676
524,763,customFit,0,9,18,0
524,763,customFit,0,9,19,0
524,763,customFit,0,9,20,0
524,763,customFit,0,9,21,0
524,763,customFit,0,9,22,0
524,763,customFit,0,9,23,0
524,763,customFit,0,10,0,0
524,763,customFit,0,10,1,0
524,763,customFit,0,10,2,0
524,763,customFit,0,10,3,0
524,763,customFit,0,10,4,0
524,763,customFit,0,10,5,0.0021655567164
524,763,customFit,0,10,6,0.0183662436342
524,763,customFit,0,10,7,0.0392601086724
524,763,customFit,0,10,8,0.0835378874022
524,763,customFit,0,10,9,0.1298685045966
524,763,customFit,0,10,10,0.1690534677678
524,763,customFit,0,10,11,0.1998904488966
524,763,customFit,0,10,12,0.2149297962504
524,763,customFit,0,10,13,0.2142773966718
524,763,customFit,0,10,14,0.1978751831826
524,763,customFit,0,10,15,0.167967273705
524,763,customFit,0,10,16,0.1230712524426
524,763,customFit,0,10,17,0.0681398910654
524,763,customFit,0,10,18,0.0002288522082
524,763,customFit,0,10,19,0
524,763,customFit,0,10,20,0
524,763,customFit,0,10,21,0
524,763,customFit,0,10,22,0
524,763,customFit,0,10,23,0
524,763,customFit,0,11,0,0
524,763,customFit,0,11,1,0
524,763,customFit,0,11,2,0
524,763,customFit,0,11,3,0
524,763,customFit,0,11,4,0
524,763,customFit,0,11,5,0.0086518844192
524,763,customFit,0,11,6,0.026395579584
524,763,customFit,0,11,7,0.0661048985344
524,763,customFit,0,11,8,0.1141114326176
524,763,customFit,0,11,9,0.1615825524896
524,763,customFit,0,11,10,0.2027378308384
524,763,customFit,0,11,11,0.2363086429088
524,763,customFit,0,11,12,0.2539363884992
524,763,customFit,0,11,13,0.2554778357824
524,763,customFit,0,11,14,0.2376011396352
524,763,customFit,0,11,15,0.205759340336
524,763,customFit,0,11,16,0.1585917355264
524,763,customFit,0,11,17,0.1008147446592
524,763,customFit,0,11,18,0.0335844531968
524,763,customFit,0,11,19,0
524,763,customFit,0,11,20,0
524,763,customFit,0,11,21,0
524,763,customFit,0,11,22,0
524,763,customFit,0,11,23,0
524,763,customFit,0,12,0,0
524,763,customFit,0,12,1,0
