id,projectCode,address,countryCode,state,city,siteZip,longitude,latitude,type,installerCode,mapLink
525,f864a69d-c6f2-4b26-961a-3a56d2539bd0,"9RJ7+M54, Bundamba QLD 4304, Australia",AU,QLD,Bundamba,4304,152.8129531,-27.6183625,2,1b2e46a0-2397-41ec-bb07-05f03e458de8,https://file.greensketch.ai/maps/sale_agent/image/metromap/20251009/7174/image_152.8129531_-27.6183625_drawed.jpg
524,31e97b81-2dc6-4059-a58b-4c5bf9db1e56,"16 Barrett St, Orana WA 6330, Australia",AU,WA,Orana,6330,117.8609849,-35.0008417,1,1b2e46a0-2397-41ec-bb07-05f03e458de8,https://file.greensketch.ai/maps/sale_agent/image/metromap/20240327/4911/image_117.8609849_-35.0008417_drawed.jpg
